830.0,1088.0,1476.0,1539.0,699.0,1400.0,1053.0,1172.0
829.84,1093.96,1504.21,1539.9,699.9,1446.93,1125.69,1171.84
828.91,1100.45,1536.43,1556.03,696.76,1482.55,1203.38,1170.91
829.04,1104.33,1564.16,1588.91,693.06,1494.59,1257.47,1171.04
828.91,1104.07,1582.26,1630.09,694.23,1485.2,1274.05,1170.91
829.72,1100.74,1590.52,1664.22,702.4,1470.25,1260.62,1171.72
830.94,1096.36,1589.29,1679.69,717.01,1463.98,1235.7,1172.94
830.9,1090.66,1583.47,1676.27,729.69,1468.49,1212.71,1172.9
828.6,1086.0,1574.12,1660.41,736.96,1474.85,1197.44,1170.6
825.5,1082.28,1564.77,1644.29,737.19,1473.3,1186.7,1167.5
821.79,1082.19,1553.22,1633.27,733.26,1461.0,1178.56,1163.79
819.42,1085.67,1539.96,1626.84,730.44,1443.38,1172.85,1161.42
819.72,1089.67,1523.39,1625.0,729.89,1429.3,1171.82,1161.72
821.0,1091.0,1507.0,1626.0,731.0,1424.0,1173.0,1163.0
816.0,1067.0,1474.0,1593.0,720.0,1419.0,1158.0,1178.0
818.22,1075.47,1474.95,1593.95,721.11,1422.25,1157.58,1211.1
821.09,1086.91,1473.47,1592.47,720.53,1423.09,1150.33,1234.85
825.73,1093.74,1470.77,1589.77,718.01,1422.78,1137.85,1244.53
827.19,1092.17,1466.54,1585.54,716.13,1424.58,1130.61,1246.69
826.47,1083.97,1462.53,1581.53,717.23,1429.04,1136.22,1247.82
822.34,1075.37,1461.01,1580.01,722.56,1433.74,1155.34,1247.23
817.68,1074.22,1462.18,1581.18,729.47,1434.8,1181.73,1240.32
813.29,1080.47,1465.71,1584.71,734.53,1428.57,1203.65,1228.73
812.03,1086.72,1469.23,1588.23,735.02,1421.83,1213.54,1221.9
814.58,1087.13,1471.88,1590.88,731.14,1417.74,1210.46,1230.72
817.51,1079.87,1471.3,1590.3,723.73,1421.0,1200.16,1258.74
818.94,1068.41,1470.98,1589.98,717.68,1429.0,1189.28,1292.86
818.0,1062.0,1470.0,1589.0,714.0,1434.0,1180.0,1318.0
819,1052,1381,1514,712,1414,1122,1231
819,1053,1382,1515,724,1426,1128,1246
820,1054,1383,1516,738,1418,1136,1257
821,1053,1382,1515,748,1393,1143,1263
821,1051,1380,1513,753,1364,1146,1267
821,1048,1377,1510,754,1352,1144,1274
819,1044,1373,1506,753,1369,1141,1285
818,1041,1370,1503,753,1412,1137,1298
818,1040,1369,1502,754,1463,1135,1307
818,1041,1370,1503,753,1503,1133,1307
820,1044,1373,1506,751,1521,1130,1297
820,1047,1376,1509,746,1516,1125,1284
820,1050,1379,1512,742,1501,1118,1274
818,1051,1380,1513,740,1484,1112,1271
827.0,1052.0,1447.0,1537.0,723.0,1461.0,1099.0,1230.0
828.71,1066.8,1480.06,1535.51,729.66,1459.51,1097.51,1228.51
829.27,1095.25,1516.59,1533.84,737.57,1457.84,1095.84,1226.84
828.56,1135.19,1549.04,1532.58,744.55,1456.58,1094.58,1225.58
826.79,1181.71,1573.0,1531.96,749.39,1455.96,1093.96,1224.96
824.5,1226.17,1588.08,1531.91,751.86,1455.91,1093.91,1224.91
822.01,1259.81,1594.32,1532.64,751.29,1456.64,1094.64,1225.64
820.34,1278.01,1594.79,1533.12,748.25,1457.12,1095.12,1226.12
820.04,1278.66,1593.93,1532.96,744.19,1456.96,1094.96,1225.96
820.87,1263.15,1594.81,1532.96,740.36,1456.96,1094.96,1225.96
822.42,1239.18,1597.51,1533.66,737.06,1457.66,1095.66,1226.66
823.62,1214.5,1601.48,1534.44,734.81,1458.44,1096.44,1227.44
824.07,1194.94,1604.7,1535.31,733.83,1459.31,1097.31,1228.31
824.0,1185.0,1604.0,1537.0,734.0,1461.0,1099.0,1230.0
865.0,1174.0,1539.0,1540.0,725.0,1429.0,1056.0,1180.0
876.9,1158.67,1564.27,1539.96,723.09,1428.96,1057.83,1182.56
889.99,1136.78,1581.74,1540.14,722.17,1429.14,1059.74,1188.86
900.26,1115.44,1593.4,1538.48,721.09,1427.48,1060.86,1195.43
904.84,1101.62,1604.87,1537.13,721.56,1426.13,1061.11,1201.42
903.38,1102.57,1623.54,1537.02,722.74,1426.02,1060.5,1205.12
896.02,1120.14,1650.49,1536.8,723.06,1425.8,1059.06,1207.08
885.97,1150.13,1678.44,1537.91,723.0,1426.91,1056.7,1208.99
875.56,1183.69,1696.9,1539.19,722.94,1428.19,1053.76,1210.48
866.38,1210.87,1698.4,1539.03,723.22,1428.03,1051.32,1211.22
860.86,1225.1,1682.8,1538.74,724.25,1427.74,1049.52,1210.51
857.6,1225.28,1657.62,1536.55,725.15,1425.55,1047.78,1207.5
855.88,1217.16,1633.18,1533.79,726.08,1422.79,1046.94,1204.76
854.0,1207.0,1617.0,1532.0,727.0,1421.0,1046.0,1201.0
845.0,1168.0,1547.0,1545.0,713.0,1400.0,1031.0,1167.0
846.0,1168.0,1577.0,1552.0,715.0,1394.0,1034.0,1174.0
843.0,1177.0,1587.0,1557.0,717.0,1401.0,1042.0,1179.0
843.0,1195.0,1580.0,1556.0,716.0,1410.0,1048.0,1178.0
849.0,1192.0,1558.0,1553.0,713.0,1407.0,1049.0,1175.0
847.0,1171.0,1539.0,1551.0,709.0,1401.0,1046.0,1173.0
843.0,1164.0,1553.0,1552.0,707.0,1406.0,1044.0,1174.0
874.0,1156.0,1590.0,1553.0,708.0,1414.0,1043.0,1175.0
935.0,1123.0,1599.0,1551.0,712.0,1413.0,1044.0,1173.0
